what,kind,bundleId,bundleVersion,description,time
started,bundle,com.altera.sbtgui.project,11.0.0.208,"com.altera.sbtgui.project",1634629178925
started,bundle,com.altera.systemconsole,11.0.0.208,"com.altera.systemconsole",1634629178925
started,bundle,com.altera.utilities,11.0.0.208,"com.altera.utilities",1634629178925
os,sysinfo,,,"win32",1634629178928
arch,sysinfo,,,"x86",1634629178928
ws,sysinfo,,,"win32",1634629178928
locale,sysinfo,,,"fr_FR",1634629178928
processors,sysinfo,,,"8",1634629178928
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1634629178928
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1634629178928
java.specification.name,sysinfo,,,"Java Platform API Specification",1634629178928
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1634629178928
java.specification.version,sysinfo,,,"1.6",1634629178928
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1634629178928
java.version,sysinfo,,,"1.6.0_23",1634629178928
java.vm.info,sysinfo,,,"mixed mode",1634629178928
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1634629178928
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1634629178928
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1634629178928
java.vm.specification.version,sysinfo,,,"1.0",1634629178928
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1634629178928
java.vm.version,sysinfo,,,"19.0-b09",1634629178928
started,bundle,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch",1634629180727
started,bundle,com.altera.sbtgui.core,11.0.0.208,"com.altera.sbtgui.core",1634629185524
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1634629185529
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1634629185563
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1634629187996
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1634629190534
