what,kind,bundleId,bundleVersion,description,time
started,bundle,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch",1634626907470
started,bundle,com.altera.sbtgui.ui,11.0.0.208,"com.altera.sbtgui.ui",1634626922514
started,bundle,com.altera.sbtgui.core,11.0.0.208,"com.altera.sbtgui.core",1634626922534
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1634626922601
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1634626922646
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1634626922827
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1634626923470
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1634626923476
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1634626925099
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1634626955318
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1634626987984
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1634626990412
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1634626990567
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1634626990589
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1634626990589
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.3.v20100909-0100-e3x,"org.eclipse.cdt.mylyn.ui",1634626990723
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1634626996316
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1634626999601
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1634626999654
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.selectAll",1634627004159
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1634627005323
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1634627007773
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1634627007773
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1634627010149
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1634627010149
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1634627016330
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1634627016365
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.selectAll",1634627018227
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1634627021006
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1634627022579
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1634627027517
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1634627028176
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1634627031365
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1634627060141
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1634627060442
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1634627063873
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1634627090208
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1634627094243
started,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1634627098525
started,bundle,com.altera.debug.cdi.gdb.plugin,11.0.0.208,"com.altera.debug.cdi.gdb.plugin",1634627111340
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1634627111420
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1634627111459
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1634627114681
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1634627114847
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1634627114867
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1634627125277
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1634627145858
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1634627153247
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1634627155725
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1634627160366
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1634627179491
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1634627179501
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1634627187365
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1634627200891
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1634627205161
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1634627207215
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1634627215173
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1634627217613
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1634627222303
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1634627242659
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1634627242674
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1634627248941
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1634627251486
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1634627252657
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1634627252681
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1634627255259
started,bundle,org.eclipse.cdt.dsf,2.1.0.201009141542,"org.eclipse.cdt.dsf",1634627260988
started,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1634627260989
opened,view,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1634627263720
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1634627264038
started,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1634627264043
error,log,,,"Failed Executing: [nios2-download, '--cable=', --instance=-1, --stop, --sidp=0x11060, --id=0x0, --timestamp=1634625692] return code: 16",1634627267679
error,log,,,"Failed Executing: [nios2-download, '--cable=', --instance=-1, --go, --sidp=0x11060, --id=0x0, --timestamp=1634625692, /cygdrive/c/Users/Etudiant/Desktop/lol/sopc_BB/software/verin/verin.elf] return code: 16",1634627272162
error,log,,,"Downloading ELF Process failed",1634627272373
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1634627272381
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1634627305533
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1634627311178
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1634627312980
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1634627313073
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1634627313209
stopped,bundle,com.altera.debug.cdi.gdb.plugin,11.0.0.208,"com.altera.debug.cdi.gdb.plugin",1634627313209
stopped,bundle,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch",1634627313209
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1634627313209
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1634627635446
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1634627635448
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1634627635448
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1634627635449
started,bundle,org.eclipse.cdt.core,5.2.1.201009141542,"org.eclipse.cdt.core",1634627635449
started,bundle,org.eclipse.cdt.make.core,7.0.0.201009141542,"org.eclipse.cdt.make.core",1634627635450
started,bundle,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.ui",1634627635451
started,bundle,org.eclipse.cdt.managedbuilder.core,7.0.1.201009141542,"org.eclipse.cdt.managedbuilder.core",1634627635452
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201009141542,"org.eclipse.cdt.managedbuilder.gnu.ui",1634627635452
started,bundle,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui",1634627635454
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1634627635454
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1634627635455
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1634627635456
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1634627635456
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1634627635457
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1634627635458
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1634627635459
started,bundle,org.eclipse.core.resources,3.6.0.R36x_v20100825-0600,"org.eclipse.core.resources",1634627635460
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1634627635460
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1634627635461
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1634627635461
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1634627635462
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1634627635463
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1634627635463
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1634627635464
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1634627635464
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1634627635465
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1634627635466
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1634627635466
started,bundle,org.eclipse.equinox.p2.core,2.0.2.R36x_v20100804,"org.eclipse.equinox.p2.core",1634627635467
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.202.R36x_v20100727,"org.eclipse.equinox.p2.directorywatcher",1634627635468
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1634627635468
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1634627635469
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1634627635469
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1634627635470
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1634627635471
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1634627635471
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1634627635472
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1634627635472
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1634627635473
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1634627635473
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1634627635474
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1634627635475
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1634627635476
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1634627635476
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1634627635477
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1634627635483
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1634627635484
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1634627635484
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1634627635484
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1634627635484
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1634627635485
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1634627635485
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1634627635485
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1634627635485
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1634627635486
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1634627635486
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1634627635486
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1634627635487
